1,0,32,29,0.5,0.128620435,15.7
1,0,41,31,0.5,0.131132087,11.5
1,0,41,31,0.23,0.15028287,10.4
0,1,32,25,0.68,0.17779513,14.7
1,0,38,29,0.59,0.127552,12.5
0,1,29,33,0.32,0.189413304,19
1,0,29,25,0.32,0.145890957,14.6
1,0,26,33,0.5,0.125609739,25
0,1,38,27,0.41,0.196480087,11
0,1,38,33,0.23,0.215505826,12.1
1,0,35,25,0.41,0.138815652,11.4
0,1,38,31,0.41,0.190784957,12.4
1,0,41,31,0.32,0.140212261,10.8
0,1,35,27,0.32,0.206532609,11.9
0,1,38,31,0.68,0.175777478,13.6
0,1,29,35,0.23,0.201293391,19.1
0,1,32,27,0.32,0.204390522,13.6
1,0,32,29,0.32,0.138237391,14.5
0,1,35,27,0.23,0.224798,11.4
1,0,41,27,0.23,0.155682348,9.2
1,0,38,31,0.5,0.130077826,12.8
1,0,35,31,0.5,0.129073913,14.4
1,0,38,27,0.5,0.130882174,11.4
1,0,32,25,0.5,0.133989652,13.6
0,1,38,29,0.32,0.204674957,11.3
0,1,35,27,0.5,0.185719826,12.8
0,1,29,35,0.59,0.172915478,22.1
0,1,26,27,0.23,0.215344174,18.2
0,1,26,25,0.59,0.182201565,19.9
0,1,38,27,0.5,0.187379739,11.4
0,1,35,35,0.41,0.185880435,15.3
0,1,29,31,0.23,0.208119478,17.4
0,1,29,29,0.59,0.174515391,19.1
0,1,41,31,0.32,0.204415478,10.7
0,1,26,31,0.5,0.174792435,23.7
0,1,41,31,0.68,0.177781304,12.2
1,0,32,35,0.68,0.132521826,19.3
1,0,26,25,0.32,0.14593287,17.4
1,0,29,31,0.68,0.125185478,20.9
1,0,35,35,0.32,0.136363652,14.7
0,1,26,33,0.32,0.185675565,23.2
1,0,35,31,0.32,0.137412348,13.5
1,0,35,35,0.5,0.131221826,15.7
